regional key;city;area in km²;population
145240300300;Werdau;65.62;20520.0
064350006006;Bruchköbel;29.88;20509.0
059780012012;Fröndenberg/Ruhr;56.23;20504.0
094780139139;Lichtenfels;122.16;20488.0
146270010010;Coswig;25.88;20479.0
065320012012;Herborn;63.76;20421.0
055660068068;Ochtrup;105.63;20394.0
032410004004;Burgwedel;152.85;20379.0
091890154154;Traunreut;45.06;20379.0
031590010010;Duderstadt;95.64;20375.0
097790194194;Nördlingen;68.09;20352.0
083365007081;Schopfheim;67.93;20332.0
130710156156;Waren (Müritz);159.46;20260.0
100450112112;Blieskastel;108.21;20197.0
130710110110;Neustrelitz;139.89;20191.0
055660016016;Hörstel;107.54;20166.0
147290050050;Borna;62.45;20131.0
064350021021;Nidderau;46.73;20119.0
083155012074;Müllheim im Markgräflerland;57.91;20097.0
055700044044;Telgte;90.90;20069.0
034620019019;Wittmund;210.16;20037.0
059620036036;Meinerzhagen;115.69;20019.0
091780143143;Moosburg a.d.Isar;43.85;20012.0
147305311310;Torgau;102.82;19992.0
097790131131;Donauwörth;77.04;19990.0
081355001016;Giengen an der Brenz;44.07;19967.0
160610115115;Leinefelde-Worbis;115.79;19957.0
010550004004;Bad Schwartau;18.39;19954.0
010560044044;Schenefeld;9.99;19909.0
081255001005;Bad Friedrichshall;24.71;19853.0
083175009089;Oberkirch;69.10;19847.0
055700020020;Ennigerloh;125.56;19841.0
091730112112;Bad Tölz;30.80;19826.0
084175004031;Hechingen;66.41;19807.0
097730125125;Dillingen a.d.Donau;75.59;19806.0
145235125340;Reichenbach im Vogtland;34.47;19797.0
053740044044;Waldbröl;63.32;19795.0
160760022022;Greiz;84.86;19766.0
084150059059;Pfullingen;30.14;19759.0
032520003003;Bad Pyrmont;61.99;19722.0
053700036036;Wassenberg;42.43;19713.0
071370068068;Mayen;58.19;19713.0
120630208208;Nauen;268.15;19679.0
055540048048;Rhede;78.90;19674.0
091730147147;Wolfratshausen;9.13;19658.0
081180080080;Korntal-Münchingen;20.71;19654.0
010530090090;Mölln;25.05;19627.0
091710112112;Burghausen;19.81;19558.0
059580024024;Marsberg;182.22;19555.0
031530002002;Bad Harzburg;65.52;19489.0
073310003003;Alzey;35.22;19468.0
100440112112;Lebach;64.21;19468.0
032540028028;Sarstedt;43.00;19405.0
093710151151;Sulzbach-Rosenberg;53.12;19379.0
081150050050;Weil der Stadt;43.17;19353.0
160660063063;Schmalkalden;105.38;19323.0
064380005005;Heusenstamm;19.03;19312.0
053780008008;Burscheid;27.33;19272.0
032570009009;Bückeburg;68.90;19221.0
073320002002;Bad Dürkheim;102.55;19159.0
150830270270;Haldensleben;157.13;19121.0
091870150150;Kolbermoor;19.83;19094.0
057620004004;Bad Driburg;115.30;19080.0
072310134134;Wittlich;49.64;19049.0
033580019019;Schneverdingen;234.92;19016.0
150850055055;Blankenburg (Harz);149.21;18970.0
032410007007;Hemmingen;31.73;18932.0
120730452452;Prenzlau;142.97;18928.0
032550023023;Holzminden;88.23;18921.0
147300270270;Schkeuditz;81.47;18905.0
065320011011;Haiger;106.73;18888.0
145210035035;Aue-Bad Schlema;36.43;18868.0
150830415415;Oschersleben (Bode);189.88;18859.0
010560049049;Uetersen;11.43;18827.0
145210020020;Annaberg-Buchholz;28.15;18815.0
066360003003;Eschwege;63.26;18743.0
071410075075;Lahnstein;37.62;18719.0
146250480480;Radeberg;29.83;18683.0
010620018018;Glinde;11.21;18681.0
064340006006;Kronberg im Taunus;18.58;18671.0
031530012012;Seesen;102.33;18657.0
081180076076;Sachsenheim;57.92;18638.0
053740004004;Bergneustadt;37.89;18628.0
097770151151;Marktoberdorf;95.15;18617.0
032520007007;Hessisch Oldendorf;120.32;18567.0
081150041041;Renningen;31.15;18567.0
033570008008;Bremervörde;150.42;18564.0
160680051051;Sömmerda;87.56;18503.0
091870117117;Bad Aibling;41.40;18497.0
097750129129;Illertissen;36.39;18433.0
064360006006;Hochheim am Main;19.47;18422.0
066340022022;Schwalmstadt;84.79;18420.0
059700004004;Bad Berleburg;275.52;18400.0
010600005005;Bad Segeberg;18.87;18399.0
081180019019;Gerlingen;17.01;18392.0
073340501501;Wörth am Rhein;131.62;18387.0
100410515515;Püttlingen;23.95;18361.0
095770177177;Weißenburg i.Bay.;97.58;18345.0
057580036036;Vlotho;76.93;18335.0
053660004004;Bad Münstereifel;150.83;18297.0
091720114114;Bad Reichenhall;41.92;18288.0
145245104030;Crimmitschau;61.14;18272.0
160610045045;Heilbad Heiligenstadt;91.49;18230.0
082250014014;Buchen (Odenwald);138.93;18226.0
146270060060;Großenhain;130.36;18183.0
072355003068;Konz;44.57;18121.0
092750154154;Vilshofen an der Donau;86.29;18084.0
096710111111;Alzenau;59.30;18034.0
032540002002;Alfeld (Leine);72.88;17956.0
097720125125;Bobingen;50.26;17905.0
130760108108;Parchim;124.81;17893.0
084375005100;Bad Saulgau;97.34;17889.0
091850158158;Schrobenhausen;75.26;17815.0
064310005005;Bürstadt;34.46;17804.0
100450111111;Bexbach;31.09;17793.0
083375005096;Bad Säckingen;25.35;17767.0
071370203203;Bendorf;24.12;17726.0
064320002002;Babenhausen;66.85;17695.0
065310014014;Pohlheim;38.00;17677.0
066330026026;Vellmar;13.97;17663.0
091840119119;Garching b.München;28.17;17656.0
032510012012;Diepholz;104.70;17648.0
095730122122;Oberasbach;12.09;17647.0
083355006079;Stockach;69.73;17646.0
066350011011;Frankenberg (Eder);124.86;17635.0
091720118118;Freilassing;14.81;17619.0
059620060060;Werdohl;33.38;17618.0
071310070070;Remagen;33.21;17603.0
034600002002;Damme;104.39;17508.0
083275005049;Trossingen;24.20;17489.0
093720116116;Cham;80.69;17433.0
055540016016;Gescher;80.84;17433.0
066350003003;Bad Wildungen;120.10;17364.0
059700016016;Freudenberg;54.60;17355.0
057660032032;Horn-Bad Meinberg;90.15;17320.0
145230020020;Auerbach/Vogtl.;55.52;17314.0
010550012012;Eutin;41.38;17275.0
032520002002;Bad Münder am Deister;107.97;17261.0
071310077077;Sinzig;41.10;17256.0
057740008008;Bad Lippspringe;51.01;17252.0
057660056056;Oerlinghausen;32.69;17233.0
120710076076;Forst (Lausitz)/Baršć (Łužyca);110.69;17155.0
094790136136;Marktredwitz;49.52;17121.0
092730137137;Kelheim;100.23;17066.0
064400016016;Nidda;118.33;17060.0
120700424424;Wittenberge;50.63;17058.0
064390003003;Eltville am Rhein;46.77;17031.0
091900141141;Penzberg;25.73;17028.0
010530116116;Schwarzenbek;11.65;16999.0
066310015015;Hünfeld;119.75;16955.0
097780116116;Bad Wörishofen;57.79;16933.0
146250250250;Kamenz / Kamjenc;98.30;16918.0
084375006104;Sigmaringen;92.84;16884.0
034560001001;Bad Bentheim;99.99;16798.0
150850330330;Thale;137.94;16788.0
081255003013;Brackenheim;45.75;16774.0
160640003003;Bad Langensalza;129.37;16717.0
146280160160;Heidenau;11.07;16686.0
064340005005;Königstein im Taunus;25.05;16680.0
095770136136;Gunzenhausen;82.72;16665.0
064330007007;Kelsterbach;15.41;16622.0
059620004004;Altena;44.42;16621.0
094760145145;Kronach;66.98;16616.0
032510007007;Bassum;168.85;16604.0
084250141141;Blaustein;55.61;16581.0
147300110110;Eilenburg;46.85;16539.0
064320019019;Reinheim;27.70;16503.0
010570062062;Preetz;14.40;16503.0
064330005005;Ginsheim-Gustavsburg;13.94;16488.0
083155002015;Breisach am Rhein;54.59;16487.0
051540052052;Straelen;74.00;16458.0
100420116116;Wadern;111.22;16453.0
059620028028;Kierspe;71.91;16450.0
092750141141;Pocking;68.86;16414.0
100410518518;Sulzbach/ Saar;16.07;16376.0
081265003046;Künzelsau;75.18;16348.0
059620012012;Halver;77.23;16322.0
059740016016;Erwitte;89.41;16300.0
055700016016;Drensteinfurt;106.60;16282.0
065340011011;Kirchhain;90.95;16254.0
010620006006;Bargteheide;15.82;16245.0
147290410410;Wurzen;69.00;16238.0
057700040040;Rahden;137.48;16195.0
147290270270;Markranstädt;58.46;16194.0
057620016016;Brakel;173.92;16193.0
082260095095;Walldorf;19.91;16188.0
145210390390;Marienberg;133.49;16139.0
066350002002;Bad Arolsen;126.47;16050.0
081165009071;Wendlingen am Neckar;12.15;15988.0
010550032032;Neustadt in Holstein;19.73;15930.0
064350007007;Erlensee;18.58;15907.0
147300300300;Taucha;33.22;15866.0
064320004004;Dieburg;23.08;15798.0
120710160160;Guben;43.99;15794.0
120660196196;Lübbenau/Spreewald / Lubnjow/Błota;139.51;15778.0
071400501501;Boppard;74.88;15771.0
064350025025;Schlüchtern;113.30;15723.0
064340011011;Usingen;55.81;15683.0
160765054087;Zeulenroda-Triebes;135.14;15677.0
082260018018;Eppelheim;5.70;15663.0
097720202202;Stadtbergen;11.49;15649.0
120730572572;Templin;379.59;15590.0
072320018018;Bitburg;47.55;15554.0
097780173173;Mindelheim;56.42;15531.0
081185004078;Freiberg am Neckar;13.14;15520.0
120620140140;Finsterwalde;77.52;15496.0
057660016016;Blomberg;99.10;15485.0
095740112112;Altdorf b.Nürnberg;48.59;15478.0
145210550550;Schwarzenberg/Erzgeb.;46.31;15475.0
081185005049;Marbach am Neckar;18.06;15474.0
064360011011;Schwalbach am Taunus;6.47;15443.0
010600004004;Bad Bramstedt;24.14;15439.0
096730114114;Bad Neustadt a.d.Saale;36.90;15434.0
081175002018;Ebersbach an der Fils;26.26;15420.0
064370011011;Michelstadt;86.98;15396.0
031540013013;Königslutter am Elm;131.13;15395.0
130735361075;Ribnitz-Damgarten;122.83;15333.0
065350001001;Alsfeld;129.71;15307.0
032410006006;Gehrden;43.27;15301.0
064330010010;Raunheim;12.60;15297.0
097770129129;Füssen;43.50;15287.0
097720200200;Schwabmünchen;55.50;15277.0
084255008072;Langenau;75.03;15274.0
092730147147;Mainburg;61.54;15271.0
034570021021;Weener;81.23;15215.0
082260082082;Schriesheim;31.61;15209.0
034610002002;Brake (Unterweser);38.30;15200.0
084360049049;Isny im Allgäu;85.39;15145.0
066360016016;Witzenhausen;126.78;15132.0
064320016016;Ober-Ramstadt;41.88;15078.0
033580016016;Munster;194.52;15062.0
092730111111;Abensberg;60.26;15061.0
010530100100;Ratzeburg;30.29;15026.0
146265242600;Weißwasser/O.L.;63.43;15002.0
096770155155;Lohr a.Main;90.42;14996.0
084360010010;Bad Wurzach;182.24;14942.0
071435004048;Montabaur;33.77;14884.0
095730127127;Stein;19.51;14866.0
083255002045;Oberndorf am Neckar;55.92;14853.0
094730151151;Neustadt b.Coburg;61.89;14824.0
092790122122;Landau a.d.Isar;84.40;14801.0
092730152152;Neustadt a.d.Donau;93.53;14778.0
034550007007;Jever;42.24;14774.0
084155003053;Münsingen;116.93;14772.0
150880195195;Landsberg;125.99;14772.0
091770115115;Dorfen;99.56;14759.0
094790152152;Selb;86.07;14743.0
096770148148;Karlstadt;98.15;14739.0
082265001013;Eberbach;81.15;14727.0
066340009009;Homberg (Efze);100.11;14703.0
059580036036;Olsberg;118.00;14700.0
032410013013;Pattensen;67.12;14666.0
057580032032;Spenge;40.35;14620.0
082150097097;Kraichtal;80.59;14602.0
031530019019;Langelsheim;108.76;14599.0
010560048048;Tornesch;20.61;14588.0
146280410410;Wilsdruff;81.60;14583.0
093760119119;Burglengenfeld;93.26;14569.0
055700036036;Sassenberg;78.08;14558.0
081190044044;Murrhardt;71.15;14551.0
051540024024;Kalkar;88.20;14513.0
066340005005;Fritzlar;88.81;14493.0
081165006056;Plochingen;10.64;14487.0
065320001001;Aßlar;43.57;14482.0
053740016016;Hückeswagen;50.52;14480.0
146265220290;Löbau;78.90;14467.0
064350017017;Langenselbold;26.23;14440.0
066330013013;Hofgeismar;86.37;14439.0
073320024024;Grünstadt;18.09;14419.0
059700020020;Hilchenbach;81.12;14412.0
082165004017;Gernsbach;82.03;14405.0
097800124124;Immenstadt i.Allgäu;81.44;14391.0
064340007007;Neu-Anspach;36.12;14342.0
034530011011;Löningen;143.52;14307.0
081175010051;Uhingen;24.79;14304.0
084355003034;Markdorf;40.91;14300.0
064310016016;Lorsch;25.24;14283.0
092770116116;Eggenfelden;44.35;14271.0
065330003003;Bad Camberg;54.60;14268.0
100430115115;Ottweiler;45.56;14255.0
120730008008;Angermünde;324.24;14233.0
093750174174;Neutraubling;9.75;14224.0
097750164164;Weißenhorn;53.72;14186.0
081155004024;Holzgerlingen;13.39;14184.0
147300230230;Oschatz;55.44;14184.0
081280139139;Lauda-Königshofen;94.44;14180.0
097740150150;Krumbach (Schwaben);44.64;14178.0
065310011011;Lich;77.61;14167.0
055700040040;Sendenhorst;96.95;14167.0
084250039039;Erbach;63.29;14140.0
081180050050;Markgröningen;28.17;14138.0
150880205205;Leuna;88.12;14131.0
150820340340;Sandersdorf-Brehna;82.16;14130.0
010570091091;Schwentinental;17.81;14091.0
097750162162;Vöhringen;23.69;14044.0
120660176176;Lauchhammer;89.30;14042.0
120610316316;Lübben (Spreewald) / Lubin (Błota);120.85;14028.0
034595401030;Quakenbrück;17.96;14007.0
066340014014;Melsungen;63.09;13994.0
033575408057;Zeven;74.13;13958.0
091750122122;Grafing b.München;29.58;13942.0
064370006006;Erbach;61.52;13935.0
146280060060;Dippoldiswalde;103.99;13915.0
031530018018;Clausthal-Zellerfeld;43.69;13912.0
091760123123;Eichstätt;47.79;13891.0
120690017017;Beelitz;181.31;13879.0
034520025025;Wiesmoor;82.94;13875.0
095720135135;Höchstadt a.d.Aisch;70.87;13867.0
096740147147;Haßfurt;52.66;13867.0
145225119360;Mittweida;41.26;13839.0
097775748121;Buchloe;36.18;13815.0
120680468468;Wittstock/Dosse;420.21;13804.0
145240120120;Hohenstein-Ernstthal;18.58;13788.0
082155006066;Philippsburg;50.54;13748.0
150830531531;Wanzleben-Börde;188.44;13724.0
083175002026;Ettenheim;48.80;13722.0
064350002002;Bad Soden-Salmünster;58.59;13719.0
083275004046;Spaichingen;18.50;13714.0
065310006006;Grünberg;89.22;13683.0
094720175175;Pegnitz;99.98;13665.0
145220150150;Frankenberg/Sa.;65.62;13659.0
095760127127;Hilpoltstein;89.72;13654.0
053580036036;Linnich;65.43;13653.0
081180003003;Asperg;5.80;13650.0
150910145145;Jessen (Elster);353.93;13639.0
034600003003;Dinklage;72.80;13622.0
065320021021;Solms;34.02;13579.0
053660036036;Schleiden;121.67;13578.0
145245118190;Meerane;19.81;13567.0
034565403027;Schüttorf;19.45;13562.0
160775052043;Schmölln;94.53;13542.0
031550012012;Uslar;113.59;13536.0
034540019019;Haselünne;159.43;13527.0
130735353010;Bergen auf Rügen;51.49;13457.0
082150064064;Östringen;53.28;13450.0
081285004115;Tauberbischofsheim;69.29;13445.0
084375004088;Pfullendorf;90.50;13442.0
150860040040;Genthin;232.69;13416.0
032510040040;Sulingen;110.83;13394.0
145210530530;Schneeberg;23.35;13377.0
082265005056;Neckargemünd;26.16;13335.0
065310012012;Linden;22.77;13308.0
095750153153;Neustadt a.d.Aisch;61.21;13294.0
081255014102;Weinsberg;22.22;13268.0
081350020020;Herbrechtingen;58.63;13238.0
010550046046;Fehmarn;185.50;13200.0
055580036036;Olfen;52.43;13175.0
059580048048;Winterberg;147.95;13168.0
032510042042;Twistringen;114.38;13162.0
092710146146;Plattling;35.90;13160.0
095770173173;Treuchtlingen;103.38;13159.0
093720153153;Roding;119.61;13157.0
083260003003;Bad Dürrheim;62.08;13149.0
059700028028;Bad Laasphe;135.95;13148.0
091710111111;Altötting;23.07;13138.0
083370116116;Wehr;35.64;13126.0
064400023023;Rosbach v. d. Höhe;45.33;13084.0
065330007007;Hadamar;40.99;13082.0
130720006006;Bad Doberan;32.85;13079.0
064360002002;Eppstein;24.19;13070.0
065350011011;Lauterbach (Hessen);101.98;13047.0
120650356356;Zehdenick;223.06;13040.0
032540005005;Bad Salzdetfurth;67.18;13037.0
150830411411;Oebisfelde-Weferlingen;249.96;13002.0
065330017017;Weilburg;57.51;12992.0
033510004004;Bergen;164.39;12991.0
065340004004;Biedenkopf;90.31;12969.0
066320003003;Bebra;93.71;12945.0
066320018018;Rotenburg a. d. Fulda;79.97;12937.0
120720169169;Jüterbog;176.48;12926.0
082260038038;Ladenburg;19.00;12914.0
160670072072;Waltershausen;60.62;12871.0
150820377377;Südliches Anhalt;193.41;12857.0
083255006057;Sulz am Neckar;87.62;12847.0
083155017113;Titisee-Neustadt;89.64;12797.0
031590019019;Herzberg am Harz;71.88;12792.0
033580008008;Bad Fallingbostel;64.02;12783.0
150870220220;Hettstedt;37.03;12783.0
092770138138;Pfarrkirchen;52.35;12764.0
065310008008;Hungen;86.78;12754.0
084155005078;Bad Urach;55.42;12751.0
064350029029;Wächtersbach;50.79;12731.0
120650332332;Velten;23.42;12727.0
084255002020;Blaubeuren;79.11;12719.0
010510011011;Brunsbüttel;65.21;12692.0
083150076076;Neuenburg am Rhein;44.10;12690.0
055540064064;Velen;70.75;12678.0
057620008008;Beverungen;98.09;12669.0
150860140140;Möckern;527.78;12591.0
066330028028;Wolfhagen;112.29;12582.0
091900148148;Schongau;21.34;12572.0
095710145145;Feuchtwangen;137.21;12551.0
095740152152;Röthenbach a.d.Pegnitz;14.29;12529.0
094730159159;Rödental;49.97;12457.0
095750112112;Bad Windsheim;78.24;12446.0
057700036036;Preußisch Oldendorf;68.76;12439.0
084255007071;Laichingen;69.83;12425.0
057740040040;Bad Wünnenberg;161.30;12418.0
065340010010;Gladenbach;72.28;12415.0
091750115115;Ebersberg;40.84;12408.0
053340020020;Monschau;94.60;12389.0
091870182182;Wasserburg a.Inn;18.80;12375.0
095740132132;Hersbruck;22.90;12346.0
066360006006;Hessisch Lichtenau;105.72;12337.0
150830565565;Wolmirstedt;54.38;12323.0
081185002071;Tamm;8.78;12305.0
083260052052;St. Georgen im Schwarzwald;59.85;12301.0
092710141141;Osterhofen;111.16;12280.0
066340001001;Borken (Hessen);82.46;12268.0
081185001007;Besigheim;16.83;12267.0
095710136136;Dinkelsbühl;75.16;12260.0
092740184184;Vilsbiburg;68.84;12237.0
160610118118;Dingelstädt;118.64;12204.0
081160072072;Wernau (Neckar);10.89;12200.0
081255006056;Lauffen am Neckar;22.63;12189.0
160660092092;Zella-Mehlis;52.99;12157.0
084170013013;Burladingen;123.30;12124.0
147290140140;Frohburg;145.29;12120.0
057620032032;Steinheim;75.69;12107.0
093760141141;Maxhütte-Haidhof;34.69;12053.0
130760060060;Hagenow;67.54;12022.0
120700296296;Perleberg;138.69;12022.0
081275006025;Gaildorf;62.59;12005.0
092750126126;Hauzenberg;82.79;11965.0
130760090090;Ludwigslust;78.64;11961.0
160750085085;Pößneck;24.43;11960.0
055580008008;Billerbeck;91.36;11945.0
130750005005;Anklam;56.68;11917.0
082265003031;Hemsbach;12.85;11915.0
059660008008;Drolshagen;67.11;11913.0
081185007070;Steinheim an der Murr;23.18;11908.0
120640044044;Bad Freienwalde (Oder);131.11;11877.0
120700316316;Pritzwalk;167.32;11866.0
146280260260;Neustadt in Sachsen;83.12;11810.0
082155005059;Oberderdingen;33.57;11690.0
032575403006;Bad Nenndorf;23.22;11686.0
081255013086;Schwaigern;49.49;11661.0
010530083083;Lauenburg/ Elbe;9.56;11657.0
120670124124;Erkner;16.53;11641.0
081250058058;Leingarten;23.47;11637.0
160690024024;Hildburghausen;72.89;11632.0
059620048048;Neuenrade;54.10;11621.0
082255001109;Walldürn;105.91;11614.0
097760117117;Lindenberg i.Allgäu;11.84;11587.0
091820125125;Miesbach;32.44;11573.0
091865156122;Geisenfeld;88.30;11563.0
081365002010;Bopfingen;76.96;11560.0
064390002002;Bad Schwalbach;40.27;11532.0
150880020020;Bad Dürrenberg;36.26;11521.0
097730144144;Lauingen (Donau);44.39;11510.0
064390012012;Oestrich-Winkel;59.51;11443.0
071415003029;Diez;12.41;11428.0
010610029029;Glückstadt;22.75;11410.0
096770157157;Marktheidenfeld;35.70;11402.0
064390004004;Geisenheim;40.34;11369.0
095710193193;Rothenburg ob der Tauber;41.67;11365.0
145215140710;Zwönitz;64.24;11358.0
092720151151;Waldkirchen;80.01;11356.0
083170153153;Rheinau;73.50;11346.0
091890157157;Trostberg;51.55;11337.0
083355001022;Engen;70.56;11311.0
081195005084;Welzheim;37.99;11264.0
081150042042;Rutesheim;16.22;11258.0
055540032032;Isselburg;42.80;11251.0
059620008008;Balve;74.81;11240.0
150910110110;Gräfenhainichen;159.92;11228.0
096790170170;Ochsenfurt;63.57;11219.0
084265007097;Riedlingen;64.96;11176.0
071375008216;Mülheim-Kärlich;16.42;11159.0
031510040040;Wittingen;225.83;11136.0
150910060060;Coswig (Anhalt);296.82;11129.0
145215133590;Stollberg/Erzgeb.;38.99;11127.0
120690020020;Bad Belzig;236.09;11118.0
083175003034;Gengenbach;61.90;11081.0
031540019019;Schöningen;35.47;11078.0
057540052052;Werther (Westf.);35.42;11051.0
130760014014;Boizenburg/ Elbe;47.42;11048.0
065320003003;Braunfels;47.28;11045.0
150850230230;Osterwieck;213.11;11045.0
092760138138;Regen;65.14;11018.0
130755551144;Wolgast;61.73;10991.0
057740028028;Lichtenau;192.57;10985.0
160745052018;Eisenberg;24.67;10955.0
145210450450;Oelsnitz/Erzgeb.;26.28;10954.0
146260085085;Ebersbach-Neugersdorf;20.45;10937.0
084170025025;Haigerloch;76.44;10930.0
034565402014;Neuenhaus;31.37;10890.0
145245128160;Lichtenstein/Sa.;15.47;10875.0
064340010010;Steinbach (Taunus);4.40;10856.0
094780165165;Bad Staffelstein;99.51;10821.0
081360042042;Lorch;34.28;10806.0
082355001006;Altensteig;53.19;10798.0
083165004017;Herbolzheim;35.48;10783.0
053580044044;Nideggen;65.04;10764.0
083165004020;Kenzingen;36.93;10748.0
120610540540;Wildau;9.11;10717.0
096720127127;Hammelburg;128.88;10694.0
064330004004;Gernsheim;40.11;10685.0
084175005044;Meßstetten;76.80;10677.0
097740121121;Burgau;25.92;10670.0
034590004004;Bad Iburg;36.47;10652.0
146255207040;Bischofswerda;46.21;10576.0
081175006015;Donzdorf;39.82;10568.0
066340003003;Felsberg;83.32;10535.0
032545406043;Gronau (Leine);88.39;10527.0
146270180180;Nossen;122.74;10486.0
010560002002;Barmstedt;17.17;10470.0
092780118118;Bogen;49.74;10453.0
095730120120;Langenzenn;46.33;10438.0
034590015015;Dissen am Teutoburger Wald;31.90;10423.0
010580034034;Büdelsdorf;6.48;10417.0
084360008008;Aulendorf;52.33;10417.0
145225102060;Burgstädt;25.88;10413.0
082355008079;Bad Wildbad;105.22;10388.0
034545409057;Werlte;63.81;10382.0
083165005012;Endingen am Kaiserstuhl;26.70;10381.0
071325009006;Betzdorf;9.56;10363.0
150880065065;Braunsbedra;74.64;10352.0
059740036036;Rüthen;158.15;10290.0
092770145145;Simbach a.Inn;47.33;10261.0
081255009069;Neuenstadt am Kocher;41.17;10249.0
160690043043;Schleusingen;125.59;10225.0
065310013013;Lollar;21.39;10222.0
091760114114;Beilngries;100.02;10218.0
150900550550;Tangermünde;90.45;10212.0
064350028028;Steinau an der Straße;104.86;10189.0
081175006049;Süßen;12.79;10185.0
145220140140;Flöha;27.76;10183.0
100410511511;Friedrichsthal;8.99;10180.0
010545489088;Niebüll;30.63;10173.0
130740026026;Grevesmühlen;52.38;10167.0
031590003003;Bad Lauterberg im Harz;41.56;10164.0
160770032032;Meuselwitz;53.66;10148.0
084375002076;Mengen;49.81;10148.0
081365006028;Heubach;25.78;10145.0
150900546546;Tangerhütte;297.07;10108.0
096770131131;Gemünden a.Main;75.06;10098.0
150860055055;Gommern;161.36;10090.0
145235122300;Oelsnitz/Vogtl.;53.66;10062.0
071415010006;Bad Ems;15.41;10030.0
120610332332;Mittenwalde;99.13;10027.0
150880305305;Querfurt;156.38;10007.0
083260005005;Blumberg;98.72;10003.0
160675050053;Ohrdruf;113.60;9991.0
082350080080;Wildberg;56.68;9977.0
094750154154;Münchberg;68.78;9969.0
145210460460;Olbernhau;125.34;9953.0
032560025025;Rehburg-Loccum;99.97;9942.0
064350001001;Bad Orb;47.75;9934.0
066340007007;Gudensberg;46.49;9925.0
160625054066;Bleicherode;108.17;9920.0
081165008070;Weilheim an der Teck;26.51;9887.0
064390013013;Rüdesheim am Rhein;51.41;9879.0
064400017017;Niddatal;40.25;9861.0
010600092092;Wahlstedt;15.75;9831.0
096760122122;Erlenbach a.Main;16.31;9717.0
160650003003;Bad Frankenhausen/Kyffhäuser;91.06;9715.0
010550033033;Oldenburg in Holstein;39.69;9711.0
073395006042;Nieder-Olm;11.22;9703.0
120720426426;Trebbin;126.36;9700.0
065310010010;Laubach;97.01;9699.0
150810280280;Klötze;279.53;9699.0
095710165165;Heilsbronn;62.23;9692.0
130750105105;Pasewalk;55.21;9666.0
147290070070;Brandis;34.89;9654.0
073315007055;Osthofen;18.62;9650.0
065350016016;Schotten;133.56;9641.0
120640029029;Altlandsberg;106.60;9630.0
071315003006;Bad Breisig;19.93;9623.0
081160081081;Aichtal;23.60;9599.0
130710029029;Demmin;82.06;9583.0
150880216216;Wettin-Löbejün;127.66;9554.0
150850228228;Oberharz am Brocken;271.73;9547.0
065330013013;Runkel;43.71;9543.0
064370001001;Bad König;46.73;9508.0
091710132132;Töging a.Inn;13.65;9496.0
097735718182;Wertingen;51.88;9486.0
010550021021;Heiligenhafen;18.32;9484.0
146250200200;Großröhrsdorf;40.95;9477.0
033605407002;Bad Bevensen;48.37;9466.0
032540008008;Bockenem;109.95;9465.0
033570051051;Visselhövede;159.20;9458.0
034595403017;Fürstenau;78.64;9443.0
064370016016;Oberzent;165.61;9429.0
146280360360;Sebnitz;88.24;9421.0
145240320320;Wilkau-Haßlau;12.65;9418.0
071435003032;Höhr-Grenzhausen;15.88;9415.0
150850190190;Ilsenburg (Harz);63.08;9414.0
093750148148;Hemau;122.34;9408.0
120600280280;Werneuchen;117.02;9397.0
097745730143;Ichenhausen;34.27;9373.0
150900415415;Osterburg (Altmark);231.14;9371.0
084265006087;Ochsenhausen;59.96;9358.0
096760139139;Miltenberg;60.25;9351.0
073345004013;Kandel;26.69;9337.0
083370066066;Laufenburg (Baden);23.57;9335.0
065340016016;Neustadt (Hessen);56.86;9316.0
147290430430;Zwenkau;46.30;9305.0
082355004008;Bad Liebenzell;33.78;9301.0
065350015015;Schlitz;142.06;9271.0
057660052052;Lügde;88.64;9232.0
150910160160;Kemberg;237.09;9217.0
150840235235;Hohenmölsen;75.69;9211.0
120610320320;Luckau;207.44;9203.0
120670481481;Storkow (Mark);180.72;9196.0
033545407018;Lüchow (Wendland);89.46;9170.0
033550009009;Bleckede;140.65;9154.0
093730126126;Freystadt;80.56;9151.0
120680264264;Kyritz;157.38;9147.0
093760149149;Nittenau;98.73;9145.0
031550003003;Dassel;113.24;9142.0
073335002019;Eisenberg (Pfalz);18.75;9137.0
160660069069;Steinbach-Hallenberg;76.73;9130.0
097790201201;Rain;77.13;9127.0
010620061061;Reinfeld (Holstein);17.37;9107.0
055660088088;Tecklenburg;70.49;9098.0
064400007007;Florstadt;39.60;9097.0
130730035035;Grimmen;50.51;9076.0
071375007226;Vallendar;13.22;9062.0
092760148148;Zwiesel;41.16;9059.0
094750162162;Rehau;80.33;9045.0
084265002014;Bad Schussenried;55.01;9044.0
071375004069;Mendig;23.75;9034.0
071375008228;Weißenthurm;3.99;9020.0
093730112112;Berching;131.18;9008.0
034610004004;Elsfleth;115.19;9004.0
091710125125;Neuötting;36.60;8991.0
145220570570;Waldheim;41.71;8989.0
150910391391;Zahna-Elster;149.34;8984.0
031550001001;Bad Gandersheim;90.85;8983.0
094790169169;Wunsiedel;54.88;8970.0
146260370370;Niesky;53.82;8956.0
092750124124;Bad Griesbach i.Rottal;70.13;8952.0
032570028028;Obernkirchen;32.45;8912.0
150820440440;Zörbig;114.31;8899.0
120625031024;Bad Liebenwerda;138.88;8899.0
130755559131;Torgelow;72.19;8899.0
