regional key;city;area in km²;population
130730080080;Sassnitz;47.41;8893.0
091860158158;Vohburg a.d.Donau;45.17;8891.0
150880025025;Bad Lauchstädt;85.57;8883.0
032540014014;Elze;47.81;8880.0
065340021021;Wetter (Hessen);104.53;8867.0
057540004004;Borgholzhausen;55.99;8847.0
093710113113;Auerbach i.d.OPf.;78.26;8846.0
010570057057;Plön;35.98;8844.0
059540004004;Breckerfeld;59.09;8816.0
010590045045;Kappeln;43.33;8812.0
145220050050;Brand-Erbisdorf;46.33;8797.0
094710140140;Hallstadt;14.60;8781.0
147295307300;Naunhof;39.71;8776.0
130750136136;Ueckermünde;85.87;8768.0
145215138690;Zschopau;22.78;8760.0
081155006048;Waldenbuch;22.70;8750.0
160755050073;Neustadt an der Orla;86.06;8743.0
120620224224;Herzberg (Elster);149.01;8732.0
073375002005;Bad Bergzabern;10.71;8724.0
083365001045;Kandern;62.26;8710.0
033525407022;Hemmoor;45.07;8709.0
150820301301;Raguhn-Jeßnitz;97.83;8702.0
081255007063;Möckmühl;49.60;8680.0
071325008117;Wissen;34.88;8679.0
084375003078;Meßkirch;76.22;8676.0
082265006065;Rauenberg;11.12;8675.0
093720126126;Furth im Wald;67.07;8659.0
057620012012;Borgentreich;138.94;8632.0
096760145145;Obernburg a.Main;24.82;8575.0
071335009052;Kirn;16.53;8551.0
093770154154;Tirschenreuth;103.95;8516.0
073315006073;Wörrstadt;16.75;8515.0
096755619174;Volkach;60.19;8512.0
160750098098;Schleiz;108.21;8501.0
092740176176;Rottenburg a.d.Laaber;90.11;8486.0
160725051013;Neuhaus am Rennweg;108.22;8468.0
083155016108;Staufen im Breisgau;23.32;8459.0
120620092092;Doberlug-Kirchhain;150.36;8438.0
064400019019;Ortenberg;54.70;8423.0
150850040040;Ballenstedt;87.30;8422.0
083265002017;Furtwangen im Schwarzwald;82.57;8420.0
092760144144;Viechtach;62.47;8361.0
120660112112;Großräschen/Rań;81.86;8355.0
073355011022;Landstuhl;15.34;8332.0
071325007063;Kirchen (Sieg);39.76;8318.0
160700048048;Stadtilm;120.26;8312.0
057660012012;Barntrup;59.46;8297.0
095710166166;Herrieden;81.66;8295.0
065310017017;Staufenberg;28.58;8291.0
057620040040;Willebadessen;128.41;8281.0
096770114114;Arnstein;112.10;8281.0
145220230230;Hainichen;51.74;8255.0
147290080080;Colditz;84.07;8249.0
010615189049;Kellinghusen;18.81;8243.0
150840315315;Lützen;96.93;8242.0
082165001024;Kuppenheim;18.08;8224.0
034595402010;Bersenbrück;42.54;8221.0
160745014041;Hermsdorf;7.49;8210.0
092720120120;Grafenau;63.73;8203.0
071405008144;Simmern/ Hunsrück;11.96;8195.0
082375001019;Dornstetten;24.20;8194.0
082360033033;Knittlingen;26.33;8188.0
130720106106;Teterow;47.07;8186.0
150880235235;Mücheln (Geiseltal);99.03;8185.0
145210355355;Lauter-Bernsbach;30.28;8179.0
071435005062;Ransbach-Baumbach;12.15;8176.0
082365005043;Neuenbürg;28.15;8162.0
066360001001;Bad Sooden-Allendorf;73.75;8141.0
083175014146;Zell am Harmersbach;36.41;8129.0
094750136136;Helmbrechts;58.72;8125.0
081185003010;Bönnigheim;20.13;8123.0
057660060060;Schieder-Schwalenberg;60.04;8098.0
150870275275;Mansfeld;144.61;8096.0
093760147147;Neunburg vorm Wald;110.14;8093.0
130720060060;Kühlungsborn;16.17;8088.0
073395007043;Nierstein;19.34;8078.0
093760170170;Teublitz;38.23;8060.0
083265001027;Hüfingen;58.53;8060.0
145220460460;Penig;63.36;8059.0
120630244244;Premnitz;46.27;8057.0
147295301010;Bad Lausick;70.02;8043.0
150890055055;Calbe (Saale);57.25;8030.0
145220310310;Leisnig;78.09;8028.0
081180021021;Großbottwar;25.51;8005.0
160715051004;Bad Sulza;94.10;8001.0
150910241241;Oranienbaum-Wörlitz;116.07;7998.0
120670036036;Beeskow;77.90;7998.0
033545406004;Dannenberg (Elbe);76.62;7966.0
073335004039;Kirchheimbolanden;26.36;7956.0
081360045045;Neresheim;118.51;7954.0
150910020020;Bad Schmiedeberg;161.23;7941.0
160765053079;Weida;36.80;7939.0
059580028028;Medebach;126.05;7906.0
081280126126;Weikersheim;80.93;7902.0
095720115115;Baiersdorf;11.81;7890.0
150890195195;Könnern;125.78;7875.0
093730151151;Parsberg;57.32;7818.0
150890026026;Barby;154.04;7813.0
097735713136;Gundelfingen a.d.Donau;54.06;7783.0
081360050050;Oberkochen;23.55;7746.0
130725252020;Bützow;39.85;7745.0
146250310310;Lauta;42.14;7726.0
147300020020;Bad Düben;45.80;7713.0
150840490490;Teuchern;81.67;7712.0
120680353353;Rheinsberg;328.14;7699.0
082355003033;Bad Herrenalb;33.01;7694.0
083155010070;Löffingen;88.02;7692.0
081250007007;Bad Wimpfen;19.38;7686.0
145245111130;Kirchberg;39.56;7678.0
120620124124;Elsterwerda;40.50;7663.0
160630099099;Bad Liebenstein;48.81;7662.0
150900070070;Bismark (Altmark);290.70;7660.0
072355006125;Schweich;31.08;7643.0
073355008038;Ramstein-Miesenbach;43.01;7636.0
120660320320;Vetschau/Spreewald / Wětošow/Błota;111.42;7635.0
120660052052;Calau/Kalawa;163.49;7626.0
146270220220;Radeburg;54.02;7615.0
072335001501;Daun;49.02;7608.0
145235134430;Treuen;43.74;7597.0
083175009110;Renchen;32.08;7582.0
096720135135;Münnerstadt;93.11;7577.0
093740162162;Vohenstrauß;74.91;7576.0
145220440440;Oederan;77.33;7569.0
130735352009;Barth;41.18;7568.0
145210370370;Lößnitz;30.49;7557.0
150890307307;Seeland;79.06;7553.0
120690632632;Treuenbrietzen;212.43;7539.0
150870015015;Allstedt;150.47;7535.0
120650165165;Kremmen;209.61;7535.0
055660024024;Horstmar;44.76;7528.0
083165002010;Elzach;75.28;7515.0
033525411046;Otterndorf;33.55;7515.0
072355008118;Saarburg;20.63;7504.0
093720137137;Bad Kötzting;62.15;7494.0
094750156156;Naila;37.04;7482.0
145215115380;Lugau/Erzgeb.;22.29;7481.0
066360011011;Sontra;111.28;7466.0
146285201010;Altenberg;145.90;7462.0
081250039039;Gundelsheim;38.44;7449.0
147290170170;Groitzsch;70.17;7442.0
097740155155;Leipheim;32.16;7434.0
160710003003;Bad Berka;55.32;7389.0
145235107120;Falkenstein/Vogtl.;31.07;7388.0
147300045045;Belgern-Schildau;158.99;7363.0
160670019019;Friedrichroda;36.87;7352.0
091720122122;Laufen;35.28;7336.0
150850145145;Harzgerode;165.02;7309.0
145230160160;Klingenthal;50.44;7289.0
064310022022;Zwingenberg;5.66;7283.0
145210495495;Pockau-Lengefeld;83.43;7273.0
031550005005;Hardegsen;84.03;7250.0
146255231450;Pulsnitz;26.76;7246.0
072335006026;Gerolstein;64.43;7210.0
064370004004;Breuberg;30.76;7196.0
096745611130;Ebern;95.01;7193.0
031590004004;Bad Sachsa;33.20;7193.0
083175004040;Haslach im Kinzigtal;18.67;7190.0
010585864117;Nortorf;12.77;7190.0
160690012012;Eisfeld;86.52;7181.0
010515175074;Meldorf;21.26;7166.0
073375001501;Annweiler am Trifels;39.87;7160.0
095760122122;Greding;103.73;7154.0
150820005005;Aken (Elbe);59.99;7153.0
145220510510;Roßwein;44.11;7149.0
094710185185;Scheßlitz;94.87;7129.0
120640512512;Wriezen;95.14;7107.0
066330014014;Immenhausen;28.54;7078.0
092720118118;Freyung;48.63;7078.0
073395007049;Oppenheim;7.10;7071.0
160650087087;Roßleben-Wiehe;73.08;7062.0
071345002010;Birkenfeld;13.64;7062.0
145230200200;Markneukirchen;69.04;7061.0
160715053102;Am Ettersberg;92.44;7010.0
034625401003;Esens;21.67;6998.0
081275005043;Ilshofen;54.87;6990.0
160735054112;Königsee;103.01;6979.0
150810240240;Kalbe (Milde);273.64;6976.0
065350009009;Homberg (Ohm);88.04;6973.0
092780123123;Geiselhöring;99.68;6964.0
064400021021;Reichelsheim (Wetterau);27.56;6961.0
145230170170;Lengenfeld;46.99;6910.0
066350021021;Waldeck;115.70;6905.0
097735716139;Höchstädt a.d.Donau;37.45;6902.0
073375003020;Edenkoben;17.89;6896.0
147290150150;Geithain;54.71;6870.0
096750117117;Dettelbach;60.95;6866.0
084255003028;Dietenheim;18.75;6843.0
120640317317;Müncheberg;152.29;6831.0
160740044044;Kahla;7.90;6825.0
083375001022;Bonndorf im Schwarzwald;75.91;6802.0
145210170170;Eibenstock;112.24;6795.0
147290040040;Böhlen;25.27;6787.0
160745050094;Stadtroda;24.18;6785.0
066340017017;Neukirchen;66.25;6782.0
130715153092;Malchin;109.28;6767.0
096785642134;Gerolzhofen;18.39;6767.0
071325010501;Altenkirchen (Westerwald);10.98;6758.0
146270050050;Gröditz;28.94;6752.0
072315001008;Bernkastel-Kues;23.71;6727.0
093770158158;Waldsassen;66.53;6711.0
064400009009;Gedern;75.24;6709.0
081285002014;Boxberg;101.71;6709.0
094745420121;Ebermannstadt;49.95;6688.0
120630148148;Ketzin/Havel;93.65;6684.0
072355001045;Hermeskeil;30.89;6677.0
071375002089;Polch;28.68;6675.0
066320009009;Heringen (Werra);61.20;6669.0
082255007075;Osterburken;47.32;6639.0
081265001058;Neuenstein;47.86;6618.0
084250108108;Schelklingen;75.87;6616.0
073395003019;Gau-Algesheim;13.99;6606.0
093775347141;Mitterteich;39.38;6604.0
150870165165;Gerbstedt;102.87;6601.0
147295308350;Pegau;48.78;6578.0
083155006050;Heitersheim;11.71;6577.0
150860080080;Jerichow;272.03;6571.0
094750168168;Schwarzenbach a.d.Saale;59.18;6570.0
130765660105;Neustadt-Glewe;94.05;6566.0
093720171171;Waldmünchen;101.17;6565.0
071335010501;Bad Sobernheim;54.18;6564.0
160710008008;Blankenhain;113.75;6543.0
031550009009;Moringen;82.39;6540.0
066350020020;Volkmarsen;67.47;6535.0
071325003050;Herdorf;17.99;6508.0
145220250250;Hartha;54.40;6503.0
096720113113;Bad Brückenau;23.71;6470.0
160680063063;Buttstädt;104.80;6470.0
160680034034;Kölleda;89.52;6467.0
094780116116;Burgkunstadt;40.60;6463.0
160655055086;Artern;45.05;6462.0
082365003038;Maulbronn;25.40;6452.0
150890175175;Hecklingen;95.93;6446.0
095755519168;Uffenheim;59.47;6431.0
146280130130;Glashütte;95.64;6414.0
095710214214;Wassertrüdingen;53.57;6414.0
081255012008;Beilstein;25.24;6412.0
097745732185;Thannhausen;20.03;6406.0
093730121121;Dietfurt a.d.Altmühl;78.70;6405.0
081255010038;Güglingen;16.27;6394.0
084170054054;Rosenfeld;51.11;6393.0
160690062062;Römhild;122.45;6383.0
093710156156;Vilseck;64.70;6382.0
073405004038;Rodalben;15.69;6378.0
093740124124;Grafenwöhr;216.21;6360.0
071385002004;Bad Hönningen;20.09;6355.0
071435002229;Hachenburg;21.43;6336.0
091835149129;Neumarkt-Sankt Veit;61.07;6334.0
147290370370;Rötha;45.41;6325.0
150910010010;Annaburg;226.59;6309.0
010590113113;Glücksburg (Ostsee);39.68;6306.0
130765666152;Wittenburg;80.08;6300.0
120605003024;Biesenthal;60.92;6295.0
032575406032;Rodenberg;15.61;6287.0
093765341144;Nabburg;62.36;6276.0
071385004041;Linz am Rhein;17.98;6265.0
084150073073;Trochtelfingen;79.20;6264.0
130725257062;Laage;114.90;6253.0
150900225225;Havelberg;150.12;6246.0
146250030030;Bernsdorf;59.86;6242.0
083150133133;Vogtsburg im Kaiserstuhl;37.36;6234.0
150810030030;Arendsee (Altmark);271.13;6232.0
083275003018;Geisingen;73.75;6225.0
083250012012;Dornhan;44.91;6219.0
083365009103;Zell im Wiesental;36.12;6204.0
066330029029;Zierenberg;86.55;6203.0
071385003012;Dierdorf;31.98;6192.0
094730158158;Bad Rodach;77.65;6179.0
084375001031;Gammertingen;52.97;6155.0
145230360360;Rodewisch;26.87;6131.0
150870031031;Arnstein;122.33;6123.0
095710226226;Windsbach;68.12;6114.0
082370002002;Alpirsbach;64.56;6114.0
096760134134;Klingenberg a.Main;21.13;6112.0
081165004046;Neuffen;17.43;6104.0
071435001206;Bad Marienberg (Westerwald);9.95;6096.0
066360004004;Großalmerode;37.59;6090.0
092730164164;Riedenburg;100.30;6090.0
057620028028;Nieheim;79.71;6081.0
120625031128;Falkenberg/Elster;82.16;6070.0
093740139139;Neustadt a.d.Waldnaab;9.93;6057.0
130715152035;Friedland;141.79;6044.0
096730141141;Bad Königshofen i.Grabfeld;69.51;6034.0
146285209080;Dohna;28.59;6030.0
160630103103;Werra-Suhl-Tal;77.67;6028.0
071435009308;Westerburg;18.48;6002.0
066340024024;Spangenberg;97.71;5967.0
130715154093;Malchow;44.71;5961.0
130765663114;Plau am See;116.27;5960.0
084355004036;Meersburg;12.07;5956.0
145210620620;Thalheim/Erzgeb.;10.79;5956.0
094710220220;Schlüsselfeld;70.24;5932.0
130765655089;Lübz;74.69;5892.0
160700058058;Großbreitenbach;80.76;5884.0
160655056088;An der Schmücke;95.29;5881.0
082355007032;Haiterbach;28.92;5872.0
084175002022;Geislingen;31.96;5870.0
120655502100;Gransee;121.68;5868.0
093775348129;Kemnath;56.79;5864.0
083175005041;Hausach;36.07;5851.0
146250525525;Schirgiswalde-Kirschau;24.34;5849.0
160730005005;Bad Blankenburg;35.62;5843.0
160760094094;Berga-Wünschendorf;63.02;5840.0
091890152152;Tittmoning;72.01;5826.0
082265009091;Waibstadt;25.57;5794.0
010545494019;Bredstedt;9.75;5790.0
083265001006;Bräunlingen;62.14;5784.0
081270075075;Schrozberg;105.21;5777.0
160630076076;Treffurt;72.46;5772.0
120660296296;Schwarzheide;33.44;5765.0
097795723228;Wemding;31.60;5757.0
160645055077;Nottertal-Heilinger Höhen;75.96;5750.0
120650084084;Fürstenberg/Havel;213.85;5741.0
093710127127;Hirschau;74.96;5726.0
071405003064;Kastellaun;8.41;5722.0
145240230230;Oberlungwitz;14.68;5716.0
065320016016;Leun;28.66;5715.0
082355005047;Neubulach;24.69;5713.0
146260180180;Herrnhut;74.13;5695.0
071435010081;Wirges;10.11;5694.0
064400015015;Münzenberg;31.63;5663.0
081250068068;Neudenau;32.91;5643.0
150890235235;Nienburg (Saale);79.57;5635.0
097790155155;Harburg (Schwaben);73.16;5598.0
010515166072;Marne;4.83;5586.0
083175013145;Wolfach;67.98;5571.0
160660074074;Brotterode-Trusetal;49.68;5571.0
095710174174;Leutershausen;84.07;5570.0
066340018018;Niedenstein;30.61;5570.0
145210260260;Grünhain-Beierfeld;22.25;5569.0
160665005095;Kaltennordheim;94.41;5562.0
146250640640;Wittichenau / Kulow;61.02;5554.0
145225126490;Rochlitz;23.76;5549.0
095760111111;Abenberg;48.41;5547.0
160650089089;Greußen;86.82;5544.0
120640448448;Seelow;42.73;5541.0
096740221221;Zeil a.Main;35.67;5540.0
096735633142;Mellrichstadt;56.03;5530.0
082365001025;Heimsheim;14.30;5530.0
160750062062;Bad Lobenstein;48.92;5523.0
147300200200;Mügeln;55.08;5505.0
081265003039;Ingelfingen;46.48;5501.0
120710057057;Drebkau/Drjowk;143.90;5455.0
066350004004;Battenberg (Eder);64.71;5450.0
097795724186;Monheim;69.33;5450.0
146280380380;Stolpen;60.89;5436.0
093730167167;Velburg;175.66;5424.0
010575727048;Lütjenburg;6.15;5424.0
130765657050;Grabow;72.27;5422.0
072315009124;Traben-Trarbach;31.35;5421.0
084255010081;Munderkingen;13.07;5408.0
081265004028;Forchtenberg;38.09;5405.0
073335007502;Rockenhausen;36.83;5371.0
146285202020;Bad Gottleuba-Berggießhübel;88.72;5367.0
081280064064;Külsheim;81.43;5360.0
066330010010;Grebenstein;49.84;5358.0
073345002008;Hagenbach;15.86;5354.0
066310010010;Gersfeld (Rhön);89.34;5352.0
083370106106;Stühlingen;93.20;5351.0
073355010035;Otterberg;32.11;5348.0
034520020020;Norderney;26.31;5343.0
160665013086;Wasungen;89.08;5342.0
073365010055;Kusel;14.37;5332.0
130765667159;Zarrentin am Schaalsee;91.90;5312.0
096740133133;Eltmann;40.81;5311.0
160745015011;Dornburg-Camburg;30.77;5289.0
072325006296;Prüm;22.86;5284.0
031585407027;Schöppenstedt;39.74;5265.0
083175002073;Mahlberg;16.59;5254.0
160620005005;Ellrich;69.41;5239.0
145220210210;Großschirma;61.63;5217.0
082255009001;Adelsheim;43.84;5207.0
093755336210;Wörth a.d.Donau;52.24;5196.0
097795721197;Oettingen i.Bay.;34.22;5196.0
095760147147;Spalt;55.67;5196.0
094720179179;Pottenstein;73.29;5190.0
066350008008;Diemelstadt;82.55;5186.0
130715161021;Burg Stargard;76.61;5171.0
146285240400;Tharandt;71.23;5170.0
147290220220;Kitzscher;29.04;5140.0
160635057066;Ruhla;38.55;5126.0
096745612149;Hofheim i.UFr.;56.34;5125.0
073365009102;Waldmohr;13.03;5124.0
093770116116;Erbendorf;67.56;5095.0
130745452021;Gadebusch;47.76;5087.0
064310015015;Lindenfels;21.09;5059.0
071385007073;Unkel;8.16;5051.0
082165006028;Lichtenau;27.62;5015.0
130715163004;Altentreptow;53.07;4992.0
093740168168;Windischeschenbach;36.37;4980.0
071405009036;Emmelshausen;8.05;4980.0
130725261095;Schwaan;38.29;4976.0
065340001001;Amöneburg;43.90;4972.0
160760061061;Ronneburg;19.13;4971.0
083360087087;Todtnau;69.75;4960.0
120725204053;Dahme/Mark;162.57;4957.0
071355001020;Cochem;21.18;4946.0
093765343153;Pfreimd;51.48;4943.0
066330018018;Naumburg;66.32;4935.0
150850110110;Falkenstein/Harz;104.11;4924.0
081355003027;Niederstotzingen;29.81;4916.0
094725416127;Creußen;64.87;4914.0
160635006104;Amt Creuzburg;76.80;4910.0
094790112112;Arzberg;43.19;4908.0
081280082082;Niederstetten;104.05;4906.0
093760151151;Oberviechtach;62.42;4905.0
120625031500;Uebigau-Wahrenbrück;135.61;4905.0
130720058058;Kröpelin;67.55;4899.0
160630082082;Vacha;44.41;4891.0
034545402012;Freren;48.97;4868.0
032555409034;Stadtoldendorf;24.92;4868.0
081365004038;Lauchheim;40.87;4857.0
130715162142;Stavenhagen;41.02;4855.0
071415010091;Nassau;17.55;4840.0
031530016016;Braunlage;31.65;4839.0
083350080080;Tengen;62.03;4818.0
083175008098;Oppenau;72.98;4815.0
084175006057;Schömberg;23.25;4814.0
010540138138;Tönning;44.43;4814.0
130755552031;Eggesin;88.22;4812.0
057620024024;Marienmünster;64.36;4791.0
094780176176;Weismain;90.14;4786.0
094725412154;Hollfeld;80.66;4784.0
073325002019;Freinsheim;13.59;4772.0
096760169169;Wörth a.Main;15.88;4769.0
096755616139;Iphofen;78.06;4768.0
096730117117;Bischofsheim i.d.Rhön;67.70;4755.0
066330025025;Trendelburg;69.37;4755.0
081275005089;Vellberg;31.89;4747.0
146270130130;Lommatzsch;66.61;4737.0
160635056032;Geisa;71.94;4708.0
145210640640;Thum;18.90;4695.0
095760126126;Heideck;58.64;4684.0
130715159124;Röbel/Müritz;30.68;4684.0
032555408003;Bodenwerder;29.05;4672.0
146255218270;Königsbrück;78.48;4665.0
084265001013;Bad Buchau;23.75;4651.0
146250630630;Wilthen;17.04;4642.0
145230310310;Pausa-Mühltroff;64.13;4625.0
120675708336;Müllrose;69.23;4622.0
130765668025;Crivitz;75.86;4601.0
071415007092;Nastätten;13.05;4588.0
095755518161;Scheinfeld;45.12;4583.0
065350008008;Herbstein;79.98;4583.0
083265003060;Triberg im Schwarzwald;33.33;4580.0
146265232450;Reichenbach/O.L.;62.64;4574.0
033545406009;Hitzacker (Elbe);58.67;4566.0
064320009009;Groß-Bieberau;18.27;4562.0
081265002045;Krautheim;52.90;4561.0
150905053520;Seehausen (Altmark);107.20;4554.0
066310023023;Tann (Rhön);60.45;4492.0
053580012012;Heimbach;64.96;4487.0
130730055055;Marlow;140.52;4487.0
160670065065;Tambach-Dietharz/Thür. Wald;41.64;4474.0
160625053064;Heringen/Helme;66.91;4474.0
071435006286;Rennerod;18.14;4464.0
065340017017;Rauschenberg;67.32;4463.0
081280020020;Creglingen;117.23;4453.0
145230010010;Adorf/Vogtl.;42.97;4451.0
081275004032;Gerabronn;40.38;4451.0
130730070070;Putbus;66.69;4441.0
150845053135;Freyburg (Unstrut);46.69;4433.0
130760088088;Lübtheen;120.16;4433.0
073325006046;Wachenheim an der Weinstraße;24.97;4421.0
120650193193;Liebenwalde;142.14;4413.0
145240090090;Hartenstein;36.70;4411.0
145220020020;Augustusburg;23.38;4379.0
094720116116;Bad Berneck i.Fichtelgebirge;38.26;4373.0
082265007080;Schönau;22.49;4369.0
059580020020;Hallenberg;65.35;4367.0
146280300300;Rabenau;30.73;4359.0
145210160160;Ehrenfriedersdorf;15.89;4343.0
034570002002;Borkum;30.98;4325.0
130745459074;Schönberg;52.19;4321.0
093770157157;Waldershof;60.37;4315.0
093745327117;Eschenbach i.d.OPf.;35.13;4308.0
093710150150;Schnaittenbach;63.41;4304.0
010610113113;Wilster;2.71;4302.0
120715107304;Peitz/Picnjo;13.49;4301.0
073405001004;Dahn;40.76;4297.0
071405008125;Rheinböllen;16.36;4296.0
031595401009;Dransfeld;28.91;4290.0
071325003018;Daaden;19.58;4280.0
130750130130;Strasburg (Uckermark);87.48;4278.0
071345001005;Baumholder;69.19;4265.0
120695904076;Brück;86.19;4258.0
094720139139;Gefrees;50.32;4240.0
094750169169;Schwarzenbach a.Wald;36.70;4231.0
081275008046;Kirchberg an der Jagst;40.93;4221.0
093745324149;Pressath;66.34;4217.0
082265009055;Neckarbischofsheim;26.41;4195.0
071405004067;Kirchberg (Hunsrück);18.05;4189.0
130755558082;Loitz;89.91;4189.0
081265004060;Niedernhall;17.69;4185.0
120720014014;Baruth/Mark;233.83;4168.0
094745427132;Gräfenberg;37.83;4160.0
083170051051;Hornberg;54.45;4154.0
147300060060;Dahlen;71.87;4144.0
094750171171;Selbitz;27.75;4141.0
130725262105;Tessin;24.51;4139.0
010545488164;Wyk auf Föhr;8.08;4113.0
094715401115;Baunach;32.14;4109.0
130710027027;Dargun;118.01;4100.0
145220190190;Geringswalde;30.05;4066.0
066360012012;Waldkappel;96.53;4052.0
066350016016;Lichtenfels;96.77;4051.0
066360013013;Wanfried;46.88;4050.0
146265235480;Rothenburg/O.L.;72.41;4047.0
130715164164;Woldegk;164.17;4045.0
130715158115;Penzlin;115.56;4033.0
073325005032;Lambrecht (Pfalz);8.32;3995.0
071355005092;Zell (Mosel);44.95;3993.0
130720074074;Neubukow;25.14;3969.0
095770158158;Pappenheim;64.32;3942.0
145245135290;Waldenburg;25.06;3941.0
130745457057;Neukloster;27.51;3925.0
130745459017;Dassow;66.96;3922.0
096760112112;Amorbach;50.90;3907.0
095775534125;Ellingen;31.25;3897.0
145220350350;Lunzenau;28.34;3880.0
032565409014;Hoya;8.45;3862.0
150895052165;Güsten;36.23;3843.0
064310018018;Neckarsteinach;17.24;3828.0
065310001001;Allendorf (Lumda);22.05;3824.0
160685005064;Kindelbrück;64.65;3823.0
083375006097;St. Blasien;54.41;3818.0
094730165165;Seßlach;72.53;3809.0
147290360360;Regis-Breitingen;26.37;3803.0
096755618147;Marktbreit;20.16;3793.0
064390010010;Lorch;54.43;3780.0
130765664128;Sternberg;67.69;3769.0
145210670670;Wolkenstein;30.51;3762.0
147290400400;Trebsen/Mulde;35.05;3744.0
120665607272;Ruhland;37.22;3728.0
130715155099;Mirow;158.28;3711.0
072325007123;Speicher;15.36;3681.0
160765051003;Bad Köstritz;20.34;3651.0
083275001036;Mühlheim an der Donau;21.74;3649.0
146270270270;Strehla;30.27;3644.0
081285003047;Grünsfeld;44.72;3640.0
083260068068;Vöhrenbach;70.47;3631.0
073325001009;Deidesheim;26.54;3623.0
081280039039;Freudenberg;34.76;3615.0
145235120260;Netzschkau;12.51;3615.0
145230100100;Elsterberg;25.10;3609.0
066350012012;Gemünden (Wohra);58.65;3606.0
160755011116;Triptis;33.15;3606.0
160680058058;Weißensee;55.33;3598.0
146265203010;Bad Muskau / Mužakow;15.38;3577.0
145210320320;Johanngeorgenstadt;29.59;3567.0
091820132132;Tegernsee;22.74;3567.0
145230040040;Bad Elster;19.77;3552.0
096740164164;Königsberg i.Bay.;61.88;3543.0
130745458065;Rehna;44.59;3542.0
146260530530;Seifhennersdorf;19.12;3536.0
083255004051;Schiltach;34.21;3517.0
071335011103;Stromberg;9.01;3514.0
095755524115;Burgbernheim;42.30;3512.0
064310012012;Hirschhorn (Neckar);30.85;3482.0
120685805324;Neustadt (Dosse);75.87;3469.0
081255011059;Löwenstein;23.46;3460.0
160770028028;Lucka;12.93;3457.0
160720019019;Steinach;26.35;3456.0
145240310310;Wildenfels;20.68;3452.0
094720143143;Goldkronach;30.68;3451.0
071355003083;Ulmen;28.74;3432.0
081165002054;Owen;9.70;3417.0
160775050012;Gößnitz;14.07;3413.0
120605006100;Joachimsthal;121.68;3402.0
071375002501;Münstermaifeld;27.77;3394.0
032555409013;Eschershausen;23.92;3378.0
160715007046;Kranichfeld;23.10;3376.0
066330002002;Bad Karlshafen;14.85;3373.0
010515178127;Wesselburen;5.13;3368.0
146285204030;Bad Schandau;46.78;3346.0
096735639153;Ostheim v.d.Rhön;40.85;3344.0
150835054245;Gröningen;59.89;3343.0
160760092092;Auma-Weidatal;55.91;3324.0
130725256056;Krakow am See;87.36;3324.0
160735012113;Schwarzatal;25.98;3319.0
120625031341;Mühlberg/Elbe;89.20;3309.0
081185008059;Oberriexingen;8.16;3306.0
160750132132;Tanna;87.35;3304.0
095715538229;Wolframs-Eschenbach;25.47;3282.0
160750135135;Saalburg-Ebersdorf;72.05;3271.0
160695004063;Heldburg;112.74;3261.0
071355002045;Kaisersesch;8.18;3256.0
093720154154;Rötz;66.67;3256.0
145215110210;Geyer;18.56;3255.0
130745457084;Warin;44.45;3255.0
130765656048;Goldberg;64.72;3236.0
082355005084;Bad Teinach-Zavelstein;25.17;3220.0
072335006029;Hillesheim;20.62;3207.0
150875051250;Kelbra (Kyffhäuser);40.82;3196.0
120695902270;Havelsee;81.97;3181.0
083275001016;Fridingen an der Donau;22.47;3157.0
146280190190;Hohnstein;64.64;3150.0
120730384384;Lychen;111.98;3139.0
160720011011;Lauscha;18.72;3133.0
094790129129;Kirchenlamitz;48.48;3122.0
120620469469;Sonnewalde;119.29;3120.0
146265206030;Bernstadt a. d. Eigen;52.00;3117.0
160720015015;Schalkau;44.02;3111.0
150895051075;Egeln;29.33;3108.0
120710408408;Welzow/Wjelcej;39.57;3102.0
095710177177;Merkendorf;26.07;3099.0
160745051009;Bürgel;27.19;3099.0
146265224350;Neusalza-Spremberg;22.91;3092.0
096795646124;Eibelstadt;7.07;3091.0
094790150150;Schönwald;19.19;3076.0
065350010010;Kirtorf;79.91;3072.0
094760152152;Ludwigsstadt;58.74;3068.0
120715102044;Döbern/Derbno;15.79;3066.0
120645406268;Lebus;54.42;3049.0
130745454039;Klütz;44.44;3036.0
130755563044;Gützkow;57.65;3034.0
096750158158;Prichsenstadt;48.87;3032.0
146250610610;Weißenberg / Wóspork;50.96;3024.0
093770112112;Bärnau;74.41;3007.0
071415009501;Braubach;19.50;3002.0
082255007114;Ravenstein;55.97;2999.0
130715155159;Wesenberg;89.65;2992.0
094720197197;Waischenfeld;57.93;2989.0
081265001085;Waldenburg;31.54;2986.0
094775435156;Stadtsteinach;39.80;2983.0
071375009221;Rhens;16.31;2950.0
071405009112;Oberwesel;18.08;2939.0
150845053360;Nebra (Unstrut);25.46;2937.0
120670137137;Friedland;174.15;2936.0
071315001001;Adenau;18.56;2935.0
120685804280;Lindow (Mark);65.47;2921.0
071335010065;Meisenheim;10.33;2910.0
071435007067;Selters (Westerwald);8.70;2902.0
120620461461;Schönewalde;156.16;2899.0
066330016016;Liebenau;48.88;2880.0
094790166166;Weißenstadt;42.23;2880.0
066350014014;Hatzfeld (Eder);58.51;2865.0
130765654034;Dömitz;60.57;2864.0
160750133133;Wurzbach;72.32;2864.0
